EBF1;1879;3
ECSCR;641700;3
ELN;2006;3
EMCN;51705;3
ERG;2078;3
F10;2159;3
F2RL2;2151;3
FBLN5;10516;3
FLRT2;23768;3
FREM1;158326;3
FXYD1;5348;3
GAS7;8522;3
GDF10;2662;3
GLI1;2735;3
GLI2;2736;3
GNG11;2791;3
GPIHBP1;338328;3
GPR124;25960;3
GPRASP1;9737;3
GRASP;160622;3
GRRP1;79927;3
HIC1;3090;3
HSPA12B;116835;3
HSPB6;126393;3
IGF1;3479;3
IGF2;3481;3
INMT;11185;3
ITM2A;9452;3
JAM2;58494;3
JAM3;83700;3
KANK2;25959;3
KANK3;256949;3
KCTD12;115207;3
KERA;11081;3
KLF2;10365;3
LAMA2;3908;3
LDB2;9079;3
LGI4;163175;3
LHFP;10186;3
LMOD1;25802;3
LOC399959;399959;3
LOC728264;728264;3
LRRC17;10234;3
LRRC32;2615;3
LRRC4B;94030;3
LRRC70;100130733;3
LRRN4CL;221091;3
LTBP2;4053;3
LTBP4;8425;3
MAB21L1;4081;3
MAP1LC3C;440738;3
MEG3;55384;3
MFAP4;4239;3
MMP23B;8510;3
MMRN2;79812;3
MRGPRF;116535;3
MS4A2;2206;3
MYH11;4629;3
NDN;4692;3
NGFR;4804;3
NKAPL;222698;3
OGN;4969;3
OMD;4958;3
PDE1A;5136;3
PDE2A;5138;3
PDGFD;80310;3
PEAR1;375033;3
PGM5;5239;3
PHYHIP;9796;3
PLAC9;219348;3
PODN;127435;3
PTH1R;5745;3
PTPRB;5787;3
RBMS3;27303;3
RHOJ;57381;3
RUNX1T1;862;3
S1PR1;1901;3
SCN2B;6327;3
SCN4B;6330;3
SCN7A;6332;3
SDPR;8436;3
SHE;126669;3
SIGLECP3;284367;3
SLC1A7;6512;3
SNED1;25992;3
SOX17;64321;3
SPARCL1;8404;3
STARD8;9754;3
SVEP1;79987;3
TAL1;6886;3
TCEAL7;56849;3
TDRD10;126668;3
TGFB3;7043;3
TGFBR2;7048;3
THBS4;7060;3
THSD1;55901;3
TMEM119;338773;3
TMEM132C;92293;3
TMEM204;79652;3
TNNT3;7140;3
TNS1;7145;3
TNXB;7148;3
TPSAB1;7177;3
TPSB2;64499;3
TSPAN7;7102;3
USHBP1;83878;3
ZCCHC24;219654;3
ZEB1;6935;3
ZNF423;23090;3
ACE2;59272;4
ACSL4;2182;4
ADAMTS3;9508;4
AGPAT4;56895;4
AMD1;262;4
AMOTL1;154810;4
ANKS6;203286;4
ANXA1;301;4
ARHGAP22;58504;4
ARHGAP31;57514;4
ARHGEF4;50649;4
ARL4C;10123;4
ART3;419;4
B3GNT5;84002;4
BATF3;55509;4
BBOX1;8424;4
BCL11A;53335;4
BMP2;650;4
BPI;671;4
BTG3;10950;4
C10orf10;11067;4
C10orf90;118611;4
C11orf75;56935;4
C13orf18;80183;4
C17orf51;339263;4
C2orf88;84281;4
C6orf145;221749;4
C9orf30;91283;4
CARD6;84674;4
CCDC82;79780;4
CDC42EP1;11135;4
CDCA7;83879;4
CDH3;1001;4
CDK6;1021;4
CHI3L1;1116;4
CHST2;9435;4
CHST3;9469;4
CLCN4;1183;4
CMTM7;112616;4
CNTNAP3;79937;4
COTL1;23406;4
CPNE8;144402;4
CRYAB;1410;4
CSDAP1;440359;4
CSDA;8531;4
CSRP2;1466;4
CX3CL1;6376;4
CXCL1;2919;4
CXCL2;2920;4
CXCL3;2921;4
CXCL5;6374;4
CYP39A1;51302;4
CYP7B1;9420;4
DCHS2;54798;4
DDX26B;203522;4
DMD;1756;4
DSC2;1824;4
DUSP7;1849;4
DZIP1;22873;4
EGFR;1956;4
EN1;2019;4
ENPP6;133121;4
EPHA2;1969;4
EPHB1;2047;4
EPHB6;2051;4
ETS2;2114;4
ETV6;2120;4
FABP5;2171;4
FABP7;2173;4
FAM107A;11170;4
FAM123B;139285;4
FAM126A;84668;4
FAM150B;285016;4
FAM171A1;221061;4
FAM19A3;284467;4
FAM49A;81553;4
FAM89A;375061;4
FAT2;2196;4
FERMT1;55612;4
FGFBP1;9982;4
FHL3;2275;4
FLJ36031;168455;4
FMNL2;114793;4
FMO2;2327;4
FOSL1;8061;4
FOXC1;2296;4
FSCN1;6624;4
GABRE;2564;4
GABRP;2568;4
GDF5;8200;4
GJB3;2707;4
GLIPR2;152007;4
GPM6B;2824;4
GPR12;2835;4
GPR161;23432;4
GPRIN2;9721;4
GSTP1;2950;4
HAAO;23498;4
HAPLN3;145864;4
HOXA1;3198;4
HRCT1;646962;4
ID4;3400;4
IFNAR2;3455;4
IGF2BP2;10644;4
IL12RB2;3595;4
IL1R2;7850;4
IL34;146433;4
ITM2C;81618;4
ITPRIPL1;150771;4
JOSD1;9929;4
JRKL;8690;4
KCNG1;3755;4
KIAA1045;23349;4
KIFC3;3801;4
KLK6;5653;4
KRT16;3868;4
KRT5;3852;4
KRT6B;3854;4
KRT6C;286887;4
L3MBTL4;91133;4
LANCL3;347404;4
LDHB;3945;4
LIPG;9388;4
LMO4;8543;4
LOC284578;284578;4
LOC286367;286367;4
LOXL4;84171;4
LPIN1;23175;4
LRIG3;121227;4
LYN;4067;4
MALL;7851;4
MAML2;84441;4
MAP4K4;9448;4
MAP7D3;79649;4
MAPK4;5596;4
MCF2L2;23101;4
MET;4233;4
MFGE8;4240;4
MGAT3;4248;4
MIA;8190;4
MICALL1;85377;4
MID1;4281;4
MMP7;4316;4
MOBKL2B;79817;4
MPP6;51678;4
MPZL2;10205;4
MRAS;22808;4
MSL3;10943;4
MSN;4478;4
MTHFD1L;25902;4
MTMR2;8898;4
NCK2;8440;4
NCOA7;135112;4
NCRNA00092;100188953;4
NCRNA00162;378825;4
NFIL3;4783;4
NHSL1;57224;4
NMT2;9397;4
NOTCH1;4851;4
NPM2;10361;4
NRG2;9542;4
NXN;64359;4
OBFC2A;64859;4
OCA2;4948;4
OSBPL3;26031;4
OSR1;130497;4
OXER1;165140;4
PADI2;11240;4
PDE9A;5152;4
PELI1;57162;4
PI3;5266;4
PIM1;5292;4
PIWIL4;143689;4
PKP1;5317;4
PLA2G4A;5321;4
PLAGL1;5325;4
PLD1;5337;4
PLEKHG1;57480;4
PLSCR3;57048;4
PM20D2;135293;4
PNRC1;10957;4
PPARA;5465;4
PPM1F;9647;4
PPP1R14C;81706;4
PRKCA;5578;4
PRKD3;23683;4
PRKX;5613;4
PRNP;5621;4
PROM1;8842;4
PRSS12;8492;4
PSAT1;29968;4
PTCHD1;139411;4
PTGFR;5737;4
PTGS2;5743;4
PTX3;5806;4
QKI;9444;4
RAP2B;5912;4
RARRES1;5918;4
RBMS1;5937;4
RCAN1;1827;4
RGL1;23179;4
RGMA;56963;4
RHCG;51458;4
RIN3;79890;4
RNF145;153830;4
RNF175;285533;4
ROPN1B;152015;4
ROPN1;54763;4
RPS6KA3;6197;4
RSU1;6251;4
RYR3;6263;4
S100B;6285;4
S1PR2;9294;4
SCHIP1;29970;4
SCPEP1;59342;4
SCRG1;11341;4
SERPINB5;5268;4
SERPINE2;5270;4
SFRP1;6422;4
SFRS13B;135295;4
SH2D2A;9047;4
SH3KBP1;30011;4
SIRPA;140885;4
SLC25A37;51312;4
SLC26A9;115019;4
SLC34A2;10568;4
SLC43A3;29015;4
SLC6A14;11254;4
SLC6A2;6530;4
SLC9A6;10479;4
SMOC1;64093;4
SOD2;6648;4
SOD3;6649;4
SOX10;6663;4
SOX8;30812;4
SRF;6722;4
ST3GAL6;10402;4
ST8SIA1;6489;4
STAC2;342667;4
STAC;6769;4
STK38;11329;4
SYT8;90019;4
TACR1;6869;4
TAF4B;6875;4
TBC1D1;23216;4
TCF7L1;83439;4
TF;7018;4
TIGD2;166815;4
TINAGL1;64129;4
TLE4;7091;4
TMEM123;114908;4
TMEM200C;645369;4
TMEM220;388335;4
TMEM71;137835;4
TNNI2;7136;4
TRIM29;23650;4
TRIM2;23321;4
TRPM6;140803;4
TSLP;85480;4
TUBB6;84617;4
UBASH3B;84959;4
UBE2E3;10477;4
UGT8;7368;4
ULBP3;79465;4
UPP1;7378;4
VGLL1;51442;4
WNT10A;80326;4
WNT6;7475;4
WWTR1;25937;4
YEATS2;55689;4
ZNF454;285676;4
ZNF462;58499;4
ZNF521;25925;4
ANKRD53;79998;5
BACH2;60468;5
BHLHE22;27319;5
BOC;91653;5
C10orf54;64115;5
C1R;715;5
CAV1;857;5
CAV2;858;5
CD79B;974;5
EVC2;132884;5
FNDC4;64838;5
FXYD6;53826;5
FYN;2534;5
GPR55;9290;5
GSN;2934;5
GYPC;2995;5
HLA-DOB;3112;5
ICAM2;3384;5
IL18R1;8809;5
KIAA1755;85449;5
KLHL29;114818;5
LIMS2;55679;5
LIX1L;128077;5
MFNG;4242;5
NAALADL1;10004;5
NOD1;10392;5
PIK3CD;5293;5
PLCG2;5336;5
PRDM8;56978;5
PROS1;5627;5
RCBTB2;1102;5
ROBO3;64221;5
RUNX3;864;5
SOBP;55084;5
SPRY2;10253;5
TWIST2;117581;5
VIM;7431;5
YPEL4;219539;5
ZFP36L2;678;5
ANLN;54443;6
ANP32E;81611;6
ARHGAP11A;9824;6
ASPM;259266;6
ATL2;64225;6
AURKA;6790;6
AURKB;9212;6
BIRC5;332;6
BLM;641;6
BUB1B;701;6
BUB1;699;6
C15orf23;90417;6
C15orf42;90381;6
C1orf135;79000;6
C1orf163;65260;6
CCNA2;890;6
CCNB2;9133;6
CCNE1;898;6
CDC20;991;6
CDC25A;993;6
CDC45;8318;6
CDCA2;157313;6
CDCA3;83461;6
CDCA5;113130;6
CDCA8;55143;6
CDK1;983;6
CENPA;1058;6
CENPE;1062;6
CENPF;1063;6
CENPI;2491;6
CENPN;55839;6
CENPO;79172;6
CENPW;387103;6
CEP55;55165;6
CHEK1;1111;6
CKAP2L;150468;6
CTPS;1503;6
DBF4;10926;6
DEK;7913;6
DEPDC1B;55789;6
DEPDC1;55635;6
DIAPH3;81624;6
DKC1;1736;6
DLGAP5;9787;6
DONSON;29980;6
DSCC1;79075;6
E2F2;1870;6
E2F3;1871;6
EIF2C2;27161;6
EML4;27436;6
EXO1;9156;6
EZH2;2146;6
FAM54A;113115;6
FAM64A;54478;6
FAM72A;729533;6
FAM72B;653820;6
FAM83D;81610;6
FANCA;2175;6
FANCB;2187;6
FOXM1;2305;6
GART;2618;6
GMPS;8833;6
GPSM2;29899;6
GSG2;83903;6
GTSE1;51512;6
HJURP;55355;6
KIF11;3832;6
KIF14;9928;6
KIF15;56992;6
KIF18A;81930;6
KIF18B;146909;6
KIF20A;10112;6
KIF23;9493;6
KIF2C;11004;6
KIF4A;24137;6
KIFC1;3833;6
KPNA2;3838;6
LBR;3930;6
LRP8;7804;6
MAD2L1;4085;6
MCM10;55388;6
MCM2;4171;6
MCM6;4175;6
MELK;9833;6
MKI67;4288;6
MND1;84057;6
MSH2;4436;6
MSH6;2956;6
MYBL2;4605;6
NCAPD2;9918;6
NCAPG;64151;6
NCAPH;23397;6
NDC80;10403;6
NEIL3;55247;6
NUF2;83540;6
OIP5;11339;6
ORC1L;4998;6
ORC6L;23594;6
PAK1IP1;55003;6
PLK1;5347;6
POLQ;10721;6
POP1;10940;6
PRC1;9055;6
PRIM2;5558;6
PSME4;23198;6
PTTG1;9232;6
RAD51AP1;10635;6
RAD54L;8438;6
RFC4;5984;6
RRP1B;23076;6
SERBP1;26135;6
SFT2D2;375035;6
SGOL1;151648;6
SKA1;220134;6
SKA3;221150;6
SRPK1;6732;6
STIL;6491;6
TPX2;22974;6
TRIP13;9319;6
TROAP;10024;6
TTK;7272;6
UBE2C;11065;6
UBE2T;29089;6
USP1;7398;6
USP6NL;9712;6
XPO5;57510;6
ZNF695;57116;6
