Gene	FDR
hsa.mir.545	4.99237937388533e-40
hsa.mir.548a.1	0.604762521381837
hsa.mir.548a.3	6.72861153264814e-09
hsa.mir.548b	6.49966988693866e-27
hsa.mir.548d.1	5.09196226569532e-18
hsa.mir.548d.2	1.92002549874162e-21
hsa.mir.548e	0.0207848528821714
hsa.mir.548f.1	1.51895388775458e-12
hsa.mir.548f.4	0.401319185806155
hsa.mir.548f.5	0.282226312135079
hsa.mir.548h.1	0.0625245807209454
hsa.mir.548h.3	0.604762521381837
hsa.mir.548j	1.84461787571937e-05
hsa.mir.548k	0.00065471033365631
hsa.mir.548l	0.000321991073443085
hsa.mir.548n	0.0240734028589448
hsa.mir.548o	1.02540172770416e-07
hsa.mir.548p	0.182000647503963
hsa.mir.548q	0.00196214144053604
hsa.mir.548s	1.24932733707638e-27
hsa.mir.548t	0.000168214485498565
hsa.mir.548u	0.084014093488741
hsa.mir.548v	1.75991613913859e-15
hsa.mir.548w	0.124395063718857
hsa.mir.548x	8.35100174655566e-05
hsa.mir.548y	0.146309883608992
hsa.mir.549	0.00594590586396884
hsa.mir.550a.1	2.45030796905561e-43
hsa.mir.550a.2	2.41069102171595e-37
hsa.mir.550b.1	0.403426747634401
hsa.mir.550b.2	0.611932405271265
hsa.mir.551a	3.39331023482788e-17
hsa.mir.551b	2.22084209348656e-28
hsa.mir.552	3.2687300721938e-06
hsa.mir.553	0.611932405271265
hsa.mir.554	0.811293839152198
hsa.mir.555	0.134850754856901
hsa.mir.556	0.0654518792422181
hsa.mir.557	0.39470579723053
hsa.mir.559	1.03480610363576e-14
hsa.mir.561	0.00408847218916399
hsa.mir.562	0.611643127055592
hsa.mir.563	0.201246841370896
hsa.mir.564	0.414439876011452
hsa.mir.567	0.635679448824763
hsa.mir.569	0.39470579723053
hsa.mir.570	2.91731963549739e-10
hsa.mir.571	0.514635391988369
hsa.mir.572	0.000577875651501769
hsa.mir.573	1.40432095700069e-06
hsa.mir.574	1.57859770161696e-44
hsa.mir.575	0.405973939673266
hsa.mir.576	1.03765241794953e-55
hsa.mir.577	3.91599696609004e-63
hsa.mir.578	0.850349420165899
hsa.mir.579	1.58431499367428e-32
hsa.mir.580	1.25969257234264e-07
hsa.mir.581	1.84073983457689e-13
hsa.mir.582	4.65305342395164e-13
hsa.mir.583	0.611643127055592
hsa.mir.584	2.98088638078634e-47
hsa.mir.585	0.000507356452470437
hsa.mir.586	0.905573682368691
hsa.mir.587	0.548120097355053
hsa.mir.588	9.51591764994738e-17
hsa.mir.589	5.28119149295665e-13
hsa.mir.590	2.96616883806765e-64
hsa.mir.591	0.604762521381837
hsa.mir.592	1.41871218965399e-31
hsa.mir.593	0.328745466106966
hsa.mir.595	0.611643127055592
hsa.mir.596	0.43532587752421
hsa.mir.597	1.13931843663805e-07
hsa.mir.598	1.07902773067401e-12
hsa.mir.599	0.000270601354892552
hsa.mir.600	0.348413961017102
hsa.mir.601	0.611643127055592
hsa.mir.602	0.452389043888658
hsa.mir.603	0.0202235648934569
hsa.mir.604	0.0238302327421791
hsa.mir.605	0.00192422789470414
hsa.mir.606	0.930504522061271
hsa.mir.607	0.686350663603895
hsa.mir.609	0.920888430196632
hsa.mir.610	0.265679599137728
hsa.mir.611	0.59815277255099
hsa.mir.612	0.552710172148862
hsa.mir.613	0.604762521381837
hsa.mir.614	0.0681928041436687
hsa.mir.615	4.28624138034225e-24
hsa.mir.616	1.32974323025231e-65
hsa.mir.617	0.0836701446527354
hsa.mir.618	1.23845199082706e-05
hsa.mir.621	0.725873365936973
hsa.mir.622	0.774104268338152
hsa.mir.623	0.588178309505981
hsa.mir.624	0.000918029883629532
hsa.mir.625	0.00264153894343957
hsa.mir.626	0.604762521381837
hsa.mir.627	2.46757337887519e-06
hsa.mir.628	1.58409475115089e-59
hsa.mir.629	8.36395895178566e-21
hsa.mir.630	0.923998301303937
hsa.mir.631	0.299590389085439
hsa.mir.632	0.00266790098812193
hsa.mir.635	0.904676563124521
hsa.mir.636	2.08606054780901e-29
hsa.mir.637	0.556916015300576
hsa.mir.638	0.166142410940766
hsa.mir.639	0.000812041896969316
hsa.mir.640	0.611643127055592
hsa.mir.641	0.00237423078070022
hsa.mir.642a	8.18583500513095e-38
hsa.mir.642b	0.68026454345378
hsa.mir.643	9.40224875349896e-07
hsa.mir.644	0.645188290352675
hsa.mir.645	0.440012417331346
hsa.mir.647	0.615703069451155
hsa.mir.648	0.604762521381837
hsa.mir.650	0.367266929120586
hsa.mir.651	1.11939104080254e-08
hsa.mir.652	3.70458882025572e-13
hsa.mir.653	1.0884744314833e-10
hsa.mir.654	6.75561126405499e-14
hsa.mir.655	4.61179215473295e-16
hsa.mir.656	7.00381313098135e-12
hsa.mir.657	0.79816315965408
hsa.mir.658	5.28511238540061e-05
hsa.mir.659	1.9583382774176e-15
hsa.mir.660	4.72000813341125e-33
hsa.mir.661	0.611643127055592
hsa.mir.662	4.20740327899242e-09
hsa.mir.663	3.34135741656582e-09
hsa.mir.663b	0.281613182150789
hsa.mir.664	3.71482994866584e-11
hsa.mir.665	2.21967471003211e-08
hsa.mir.668	0.000415724183340381
hsa.mir.670	0.0118456041477042
hsa.mir.671	1.12668827946916e-53
hsa.mir.675	9.86837018054014e-24
hsa.mir.676	1.9783078103893e-12
hsa.mir.7.1	4.56750100209429e-37
hsa.mir.7.2	1.17391314603546e-08
hsa.mir.7.3	5.74888471956009e-11
hsa.mir.708	5.06515169169748e-09
hsa.mir.718	0.436751369818274
hsa.mir.720	0.00228837679816218
hsa.mir.744	4.76869906790986e-50
hsa.mir.758	3.54558528097708e-26
hsa.mir.760	1.08535297240085e-31
hsa.mir.761	0.501250362655177
hsa.mir.762	0.611643127055592
hsa.mir.765	1.29246463909887e-09
hsa.mir.766	4.21327574032632e-49
hsa.mir.767	8.51634206270181e-21
hsa.mir.769	5.51598916884595e-33
hsa.mir.770	0.00030497439620016
hsa.mir.802	7.97571589106222e-21
hsa.mir.873	8.08636534812662e-11
hsa.mir.874	3.74203248023848e-46
hsa.mir.875	0.164670985398896
hsa.mir.876	3.38415725945423e-08
hsa.mir.877	7.72936548094199e-58
hsa.mir.885	1.3322908289763e-10
hsa.mir.887	3.39053389435993e-25
hsa.mir.888	0.203855214967958
hsa.mir.889	1.6413151399669e-31
hsa.mir.890	0.405973939673266
hsa.mir.891a	0.00185352771024689
hsa.mir.891b	0.0446836163189665
hsa.mir.892a	0.00856794597591925
hsa.mir.892b	0.0125119397811691
hsa.mir.9.1	2.63462246769135e-38
hsa.mir.9.2	6.29472549933138e-38
hsa.mir.9.3	7.08295865075168e-27
hsa.mir.921	0.566570971347607
hsa.mir.922	0.573651802817483
hsa.mir.92a.1	8.30590588679576e-37
hsa.mir.92a.2	3.57195944555119e-48
hsa.mir.92b	3.32960814800943e-07
hsa.mir.93	6.51911995695116e-38
hsa.mir.933	0.0214684217144795
hsa.mir.934	6.11277195064045e-56
hsa.mir.935	2.41496148067755e-09
hsa.mir.936	0.440012417331346
hsa.mir.937	4.07295270813654e-42
hsa.mir.938	4.3269050959623e-05
hsa.mir.939	1.27592820276935e-32
hsa.mir.940	4.71670835658062e-45
hsa.mir.941.1	0.103185164902635
hsa.mir.942	4.64905141501051e-53
hsa.mir.943	0.0047069833402293
hsa.mir.944	9.03511543293318e-22
hsa.mir.95	6.1693972720181e-05
hsa.mir.96	4.65009345300534e-11
hsa.mir.98	9.01006148533228e-30
hsa.mir.99a	2.27954634472882e-42
hsa.mir.99b	2.16975025448513e-57
